Selling Duration (in days),Selling Price (in euros),stad,Bouwjaar
17,250000,eindhoven,1975
20,275000,eindhoven,1968
17,465000,eindhoven,2018
26,325000,eindhoven,1979
16,195000,eindhoven,1960
16,239000,eindhoven,1967
34,450000,eindhoven,1957
12,525000,eindhoven,1964
12,350000,eindhoven,1935
21,125000,eindhoven,1919
70,325000,eindhoven,1938
16,260000,eindhoven,1965
24,395000,eindhoven,1929
75,2900000,eindhoven,1920
34,280000,eindhoven,1953
18,235000,eindhoven,1948
11,430000,eindhoven,1985
26,350000,eindhoven,1971
28,250000,eindhoven,1966
32,150000,eindhoven,1974
6,4e+05,eindhoven,1954
24,250000,eindhoven,1995
12,4e+05,eindhoven,1991
26,250000,eindhoven,1959
15,259500,eindhoven,1952
103,325000,eindhoven,1935
18,210000,eindhoven,1950
81,429000,eindhoven,2001
14,365000,eindhoven,1998
16,350000,eindhoven,1981
101,535000,eindhoven,1995
38,450000,eindhoven,2015
75,210000,eindhoven,1984
26,475000,eindhoven,2003
10,289000,eindhoven,2003
13,379000,eindhoven,1998
26,269000,eindhoven,1969
25,4e+05,eindhoven,2002
17,219000,eindhoven,1966
60,315000,eindhoven,1972
123,389500,eindhoven,1975
105,479500,eindhoven,1977
18,3e+05,eindhoven,1972
20,249000,eindhoven,1983
22,245000,eindhoven,1968
24,175000,eindhoven,1970
16,850000,eindhoven,1978
21,275000,eindhoven,1936
15,250000,eindhoven,1946
21,250000,eindhoven,2011
56,275000,eindhoven,1978
27,350000,eindhoven,1972
6,450000,eindhoven,1915
31,279500,eindhoven,1987
15,250000,eindhoven,1973
44,275000,eindhoven,1969
13,239000,eindhoven,1960
23,325000,eindhoven,1958
16,375000,eindhoven,1998
22,285000,eindhoven,1981
26,339000,eindhoven,1984
55,550000,eindhoven,1988
7,350000,eindhoven,1976
10,325000,eindhoven,1938
6,375000,eindhoven,1937
143,450000,eindhoven,1929
31,3e+05,eindhoven,1988
33,3e+05,eindhoven,1933
5,245000,eindhoven,1928
10,350000,eindhoven,1977
9,289000,eindhoven,1920
25,250000,eindhoven,1974
27,235000,eindhoven,1965
18,250000,eindhoven,1953
97,520000,eindhoven,1938
29,4e+05,eindhoven,1993
41,325000,eindhoven,1987
21,289000,eindhoven,1974
13,469000,eindhoven,1919
13,395000,eindhoven,1977
18,329000,eindhoven,1972
-1,150000,eindhoven,1969
14,375000,eindhoven,2011
31,299000,eindhoven,2003
11,225000,eindhoven,1980
14,375000,eindhoven,2000
9,227500,eindhoven,1964
22,339000,eindhoven,1991
40,289000,eindhoven,1967
11,312000,eindhoven,1965
14,409000,eindhoven,2020
17,225000,eindhoven,1998
18,225000,eindhoven,1965
24,269000,eindhoven,1959
11,350000,eindhoven,2006
306,433096,eindhoven,2019
204,790000,eindhoven,2019
89,799000,eindhoven,2019
116,790000,eindhoven,2019
221,519000,eindhoven,2019
250,505000,eindhoven,2019
73,499000,eindhoven,2019
151,499000,eindhoven,2019
71,475000,eindhoven,2002
9,425000,eindhoven,1999
24,489500,eindhoven,1999
314,150000,eindhoven,2011
23,398000,eindhoven,1991
17,289000,eindhoven,1974
52,369000,eindhoven,1998
120,269000,eindhoven,1986
19,175000,eindhoven,1974
14,5e+05,eindhoven,2003
19,215000,eindhoven,1948
9,350000,eindhoven,1998
30,275000,eindhoven,1980
25,325000,eindhoven,1968
14,195000,eindhoven,1962
31,790000,eindhoven,2017
94,725000,eindhoven,1999
71,5e+05,eindhoven,1978
6,249000,eindhoven,1968
9,325000,eindhoven,1987
24,3e+05,eindhoven,1983
89,350000,eindhoven,2004
8,825000,eindhoven,2009
11,269000,eindhoven,1964
23,375000,eindhoven,1934
17,239000,eindhoven,1962
35,445000,eindhoven,1935
77,850000,eindhoven,1986
64,499000,eindhoven,1999
16,345000,eindhoven,1963
37,350000,eindhoven,1918
37,350000,eindhoven,1996
28,245000,eindhoven,1961
58,2e+05,eindhoven,1947
14,449000,eindhoven,2009
33,367000,eindhoven,2020
17,295000,eindhoven,1987
298,593096,eindhoven,2019
239,433096,eindhoven,2019
218,433986,eindhoven,2019
211,420000,eindhoven,2019
101,505000,eindhoven,2019
127,530000,eindhoven,2019
296,439596,eindhoven,2019
219,449000,eindhoven,2019
159,439000,eindhoven,2019
205,449000,eindhoven,2019
253,462656,eindhoven,2019
242,472096,eindhoven,2019
226,515000,eindhoven,2019
305,499000,eindhoven,2019
155,519000,eindhoven,2019
205,325000,eindhoven,1954
24,375000,eindhoven,1956
88,349000,eindhoven,1992
91,440000,eindhoven,1934
36,209000,eindhoven,1965
214,442000,eindhoven,2019
85,410000,eindhoven,2019
89,410000,eindhoven,2019
78,785000,eindhoven,2019
113,790000,eindhoven,2019
177,785000,eindhoven,2019
137,765000,eindhoven,2019
0,395000,eindhoven,2003
27,375000,eindhoven,1999
8,425000,eindhoven,2008
32,410000,eindhoven,2003
28,249000,eindhoven,1977
120,275000,eindhoven,1968
140,340000,eindhoven,1994
1,425000,eindhoven,1995
19,250000,eindhoven,1963
18,309000,eindhoven,1969
66,322000,eindhoven,2004
42,425000,eindhoven,1906
23,240000,eindhoven,1968
161,465000,eindhoven,1997
33,350000,eindhoven,1928
22,425000,eindhoven,1988
29,3e+05,eindhoven,1989
63,375000,eindhoven,1990
39,275000,eindhoven,1954
52,160000,eindhoven,1934
18,485000,eindhoven,1950
33,205000,eindhoven,1955
8,285000,eindhoven,1954
133,819000,eindhoven,2003
15,222500,eindhoven,1980
16,2e+05,eindhoven,1969
16,4e+05,eindhoven,2000
19,309000,eindhoven,1971
167,595000,eindhoven,1967
32,267500,eindhoven,2007
19,385000,eindhoven,1930
20,259000,eindhoven,1974
10,4e+05,eindhoven,1906
21,239000,eindhoven,1948
15,275000,eindhoven,1934
21,450000,eindhoven,1954
27,225000,eindhoven,1973
15,325000,eindhoven,1972
260,349000,eindhoven,1925
18,425000,eindhoven,2008
19,239000,eindhoven,1947
40,265000,eindhoven,1934
22,280000,eindhoven,1974
25,339000,eindhoven,1987
82,245000,eindhoven,1966
18,389000,eindhoven,1990
240,895000,eindhoven,2007
16,2e+05,eindhoven,1968
18,239500,eindhoven,1937
17,2e+05,eindhoven,1982
25,314500,eindhoven,1969
19,275000,eindhoven,1969
87,450000,eindhoven,2009
26,275000,eindhoven,1953
24,469000,eindhoven,2012
30,280000,eindhoven,1967
17,3e+05,eindhoven,1974
126,699000,eindhoven,1990
17,615000,eindhoven,1938
20,365000,eindhoven,2003
20,265000,eindhoven,1963
15,225000,eindhoven,1965
19,250000,eindhoven,2005
71,435000,eindhoven,1998
132,499000,eindhoven,1976
23,2e+05,eindhoven,1970
22,435000,eindhoven,2010
176,417000,eindhoven,2019
249,463986,eindhoven,2019
190,540000,eindhoven,2019
86,450000,eindhoven,2019
144,440000,eindhoven,2019
85,440000,eindhoven,2019
80,450000,eindhoven,2019
191,550000,eindhoven,2019
124,450000,eindhoven,2019
201,417000,eindhoven,2019
170,417000,eindhoven,2019
67,427000,eindhoven,2019
75,417000,eindhoven,2019
234,447000,eindhoven,2019
271,1750000,eindhoven,1900
148,647000,eindhoven,2019
13,1030000,eindhoven,1937
18,339000,eindhoven,2008
12,369500,eindhoven,1999
63,309000,eindhoven,1971
10,485000,eindhoven,1935
16,339500,eindhoven,2004
22,369500,eindhoven,2007
14,190000,eindhoven,1968
67,415000,eindhoven,1990
57,4e+05,eindhoven,1991
13,285000,eindhoven,1983
6,375000,eindhoven,1948
265,350000,eindhoven,1954
21,350000,eindhoven,1987
85,350000,eindhoven,1989
223,350000,eindhoven,1988
14,329000,eindhoven,1997
18,309000,eindhoven,2013
21,175000,eindhoven,1955
16,225000,eindhoven,1955
21,269000,eindhoven,2012
28,329000,eindhoven,1977
87,499000,eindhoven,1955
0,225000,eindhoven,1958
19,225000,eindhoven,1970
69,499500,eindhoven,1919
12,569000,eindhoven,1976
124,399500,eindhoven,1930
14,385000,eindhoven,2016
13,350000,eindhoven,1961
16,359000,eindhoven,1932
21,155000,eindhoven,2010
81,210000,eindhoven,1975
21,325000,eindhoven,1974
23,187500,eindhoven,1970
16,589500,eindhoven,1997
22,339000,eindhoven,1988
172,389000,eindhoven,1978
69,450000,eindhoven,2003
24,3e+05,eindhoven,1980
187,299000,eindhoven,1981
15,335000,eindhoven,2017
20,550000,eindhoven,1919
19,435000,eindhoven,2008
66,798000,eindhoven,1997
87,512500,eindhoven,1928
23,525000,eindhoven,2019
20,525000,eindhoven,2019
90,350000,eindhoven,1935
76,798500,eindhoven,1995
15,375000,eindhoven,2006
89,296000,eindhoven,1969
9,295000,eindhoven,1998
52,315000,eindhoven,1967
17,339000,eindhoven,1944
23,350000,eindhoven,2010
21,250000,eindhoven,1955
50,420000,eindhoven,1916
29,325000,eindhoven,1968
26,262500,eindhoven,1987
20,325000,eindhoven,1926
14,339000,eindhoven,2003
19,250000,eindhoven,1939
19,250000,eindhoven,1924
14,335000,eindhoven,2003
10,225000,eindhoven,1981
41,229500,eindhoven,1964
15,360000,eindhoven,1972
86,289000,eindhoven,1976
0,650000,eindhoven,1954
74,319500,eindhoven,1974
10,495000,eindhoven,2019
30,2e+05,eindhoven,1969
14,169500,leeuwarden,1930
28,535000,leeuwarden,2004
38,297500,leeuwarden,1990
21,125000,leeuwarden,1966
1063,369750,leeuwarden,2020
15,219000,leeuwarden,1982
25,245000,leeuwarden,1974
37,225000,leeuwarden,2010
18,179500,leeuwarden,1930
11,329000,leeuwarden,2001
22,169000,leeuwarden,1930
28,475000,leeuwarden,2005
27,140000,leeuwarden,1958
14,162500,leeuwarden,1935
19,248000,leeuwarden,1930
21,185000,leeuwarden,1975
32,275000,leeuwarden,2005
33,269500,leeuwarden,2007
45,217000,leeuwarden,2021
45,214500,leeuwarden,2021
45,211000,leeuwarden,2021
45,206000,leeuwarden,2021
45,208500,leeuwarden,2021
45,211000,leeuwarden,2021
45,214500,leeuwarden,2021
45,213500,leeuwarden,2021
45,208500,leeuwarden,2021
45,208500,leeuwarden,2021
45,209500,leeuwarden,2021
45,208500,leeuwarden,2021
45,208500,leeuwarden,2021
45,208500,leeuwarden,2021
45,209500,leeuwarden,2021
16,229500,leeuwarden,1993
9,215000,leeuwarden,1981
11,199000,leeuwarden,1981
5,135000,leeuwarden,1981
15,179500,leeuwarden,1935
14,199000,leeuwarden,1971
5,210000,leeuwarden,1953
48,250000,leeuwarden,1937
15,142500,leeuwarden,2007
20,474500,leeuwarden,2006
15,179500,leeuwarden,1973
46,190000,leeuwarden,1930
88,262500,leeuwarden,1998
-1,259000,leeuwarden,1935
53,445000,leeuwarden,1910
210,299000,leeuwarden,1969
17,179500,leeuwarden,1930
29,231000,leeuwarden,1900
10,169500,leeuwarden,1935
25,269000,leeuwarden,1935
18,179000,leeuwarden,1935
94,197500,leeuwarden,1955
18,375000,leeuwarden,1992
13,275000,leeuwarden,2008
29,375000,leeuwarden,2007
28,595000,leeuwarden,2009
14,3e+05,leeuwarden,1650
15,350000,leeuwarden,2007
25,225000,leeuwarden,1910
29,265000,leeuwarden,1900
17,249500,leeuwarden,1981
23,159000,leeuwarden,1960
15,195000,leeuwarden,1977
17,235000,leeuwarden,1930
20,175000,leeuwarden,1960
18,190000,leeuwarden,1935
75,325000,leeuwarden,1900
17,279000,leeuwarden,1976
20,250000,leeuwarden,1954
26,179500,leeuwarden,1982
19,327500,leeuwarden,2017
29,315000,leeuwarden,1930
17,130000,leeuwarden,1963
28,150000,leeuwarden,1981
39,135000,leeuwarden,1925
20,183500,leeuwarden,1930
258,379500,leeuwarden,2005
19,339500,leeuwarden,2010
14,249500,leeuwarden,1982
294,942000,leeuwarden,2008
14,167500,leeuwarden,1926
115,230000,leeuwarden,1963
0,239000,leeuwarden,1930
57,175000,leeuwarden,1981
41,275000,leeuwarden,1930
10,189000,leeuwarden,2001
16,284500,leeuwarden,2000
27,375000,leeuwarden,2007
22,319500,leeuwarden,1978
60,219000,leeuwarden,1981
20,129000,leeuwarden,1963
37,295000,leeuwarden,1921
72,265000,leeuwarden,2007
67,154500,leeuwarden,1928
28,195000,leeuwarden,2018
20,349500,leeuwarden,1930
20,140000,leeuwarden,1919
20,475000,leeuwarden,1999
93,575000,leeuwarden,2003
56,350000,leeuwarden,1906
5,149000,leeuwarden,1930
40,350000,leeuwarden,1991
16,229000,leeuwarden,1930
140,145000,leeuwarden,1906
47,449000,leeuwarden,1936
0,187500,leeuwarden,1982
27,295000,leeuwarden,1938
14,635000,leeuwarden,1992
13,439000,leeuwarden,2007
20,189500,leeuwarden,1987
95,345000,leeuwarden,2005
20,339500,leeuwarden,1995
19,395000,leeuwarden,1750
0,219000,leeuwarden,1925
13,3e+05,leeuwarden,1907
24,245000,leeuwarden,1986
18,175000,leeuwarden,1974
18,159000,leeuwarden,1925
18,250000,leeuwarden,2007
42,178500,leeuwarden,1955
19,319500,leeuwarden,1981
21,149500,leeuwarden,1981
14,152000,leeuwarden,1917
22,267500,leeuwarden,2006
36,265000,leeuwarden,1930
26,595000,leeuwarden,2004
30,675000,leeuwarden,1860
37,745000,leeuwarden,2009
29,169500,leeuwarden,1930
82,189500,leeuwarden,1981
26,150000,leeuwarden,1930
17,229500,leeuwarden,1920
21,375000,leeuwarden,1910
12,169500,leeuwarden,1982
53,2e+05,leeuwarden,1974
18,209000,leeuwarden,1963
24,330000,leeuwarden,2011
71,298000,leeuwarden,2006
14,274500,leeuwarden,2005
17,175000,leeuwarden,1930
82,359500,leeuwarden,2021
95,357500,leeuwarden,2021
82,354500,leeuwarden,2021
84,354500,leeuwarden,2021
20,695000,leeuwarden,2003
21,175000,leeuwarden,1900
37,174500,leeuwarden,1982
31,435000,leeuwarden,2006
25,150000,leeuwarden,1932
42,189000,leeuwarden,1963
15,250000,leeuwarden,1935
17,275000,leeuwarden,1930
48,169500,leeuwarden,1963
23,215000,leeuwarden,1982
25,265000,leeuwarden,1985
22,189500,leeuwarden,1974
12,375000,leeuwarden,2009
28,225000,leeuwarden,2004
14,190000,leeuwarden,1930
22,183500,leeuwarden,1974
23,425000,leeuwarden,2016
29,189500,leeuwarden,1979
19,169500,leeuwarden,1920
46,519000,leeuwarden,1951
34,135000,leeuwarden,1960
0,147000,leeuwarden,1925
27,339500,leeuwarden,1860
19,189000,leeuwarden,1920
60,245000,leeuwarden,2005
84,169500,leeuwarden,1930
8,150000,leeuwarden,1969
25,139500,leeuwarden,1985
1,209500,leeuwarden,1989
78,184500,leeuwarden,1961
15,279500,leeuwarden,2005
112,130000,leeuwarden,1962
17,339000,leeuwarden,2001
33,419000,leeuwarden,2015
173,77500,leeuwarden,1961
26,229500,leeuwarden,2018
17,195000,leeuwarden,1953
20,198000,leeuwarden,1977
24,289500,leeuwarden,1976
16,220000,leeuwarden,2020
141,349500,leeuwarden,2018
86,189500,leeuwarden,1935
18,219500,leeuwarden,1988
179,270000,leeuwarden,1906
23,182500,leeuwarden,1981
87,339000,leeuwarden,1906
105,240000,leeuwarden,1906
218,385000,leeuwarden,1906
139,349000,leeuwarden,1906
923,370020,leeuwarden,2020
780,380020,leeuwarden,2020
923,330795,leeuwarden,2020
898,330795,leeuwarden,2020
923,320795,leeuwarden,2020
15,204000,leeuwarden,1920
20,249500,leeuwarden,1916
856,360020,leeuwarden,2020
20,215000,leeuwarden,1982
27,535000,leeuwarden,1996
41,319000,leeuwarden,2016
16,167500,leeuwarden,1973
17,310000,leeuwarden,1988
59,225000,leeuwarden,1960
31,249500,leeuwarden,1974
21,275000,leeuwarden,1918
35,522500,leeuwarden,2003
18,365000,leeuwarden,2009
25,159500,leeuwarden,1954
29,210000,leeuwarden,1974
50,250000,leeuwarden,1972
12,3e+05,leeuwarden,2005
34,419500,leeuwarden,1930
12,285000,leeuwarden,2007
23,225000,leeuwarden,2005
102,185000,leeuwarden,1984
23,219000,leeuwarden,1906
11,275000,leeuwarden,1906
16,239500,leeuwarden,2006
16,317500,leeuwarden,2017
14,189500,leeuwarden,1955
21,395000,leeuwarden,2010
79,210000,leeuwarden,1992
20,190000,leeuwarden,1934
44,165000,leeuwarden,1921
25,389000,leeuwarden,2001
11,185000,leeuwarden,1919
25,145000,leeuwarden,1920
19,149500,leeuwarden,1924
12,179000,leeuwarden,1930
26,229000,leeuwarden,1960
50,165000,leeuwarden,1935
32,139500,leeuwarden,1963
14,335000,leeuwarden,1966
20,350000,leeuwarden,1900
25,129500,leeuwarden,1962
15,274500,leeuwarden,1985
22,319500,leeuwarden,1994
1,349000,leeuwarden,1977
13,142500,leeuwarden,1958
25,3e+05,leeuwarden,2001
26,375000,leeuwarden,2007
155,199500,leeuwarden,1935
33,199000,leeuwarden,1960
18,198500,leeuwarden,1977
31,150000,leeuwarden,1930
8,215000,leeuwarden,1941
32,189000,leeuwarden,1980
28,169500,leeuwarden,1935
105,185000,leeuwarden,1988
51,185000,leeuwarden,1975
17,189500,leeuwarden,1982
21,164500,leeuwarden,1987
45,2e+05,leeuwarden,1982
21,185000,leeuwarden,1983
10,120000,leeuwarden,1930
11,695000,leeuwarden,1971
86,278000,leeuwarden,1930
18,199500,leeuwarden,1981
44,350000,leeuwarden,2018
36,185000,leeuwarden,1981
15,175000,leeuwarden,1935
15,198000,leeuwarden,1920
3,207500,leeuwarden,1931
15,420000,leeuwarden,2018
18,97000,leeuwarden,1901
43,237500,leeuwarden,1930
11,339500,leeuwarden,2000
19,315000,leeuwarden,1995
20,350000,leeuwarden,2009
126,509500,leeuwarden,1923
25,425000,leeuwarden,2005
16,157500,leeuwarden,1921
15,175000,leeuwarden,1935
15,139500,leeuwarden,1930
21,150000,leeuwarden,1924
29,220000,leeuwarden,2020
35,207500,leeuwarden,2020
38,207500,leeuwarden,2020
72,220000,leeuwarden,2020
53,222000,leeuwarden,2020
50,220000,leeuwarden,2020
37,234000,leeuwarden,2020
46,220000,leeuwarden,2020
38,220000,leeuwarden,2020
50,220000,leeuwarden,2020
59,220000,leeuwarden,2020
10,189000,leeuwarden,1996
19,239500,leeuwarden,1935
23,219500,leeuwarden,1971
17,310000,leeuwarden,1938
84,220000,leeuwarden,1928
174,365000,leeuwarden,2020
10,162500,leeuwarden,1930
14,250000,leeuwarden,1923
12,157500,leeuwarden,1980
16,365000,leeuwarden,2008
8,195000,leeuwarden,1930
13,2e+05,leeuwarden,1930
67,240000,leeuwarden,1907
24,249000,leeuwarden,1981
20,274500,leeuwarden,2010
23,214999,leeuwarden,1981
20,239000,leeuwarden,1982
11,298500,leeuwarden,1978
13,159000,leeuwarden,1930
19,179500,leeuwarden,1912
17,199500,leeuwarden,1982
20,265000,leeuwarden,2008
3,199500,leeuwarden,1974
13,189500,leeuwarden,1963
55,275000,leeuwarden,1930
23,272500,leeuwarden,2006
26,575000,leeuwarden,1906
34,210000,leeuwarden,1988
19,145000,leeuwarden,1935
20,179500,leeuwarden,1975
41,175000,leeuwarden,1981
17,175000,leeuwarden,1962
32,395000,leeuwarden,1652
49,195000,leeuwarden,1962
70,374000,leeuwarden,1932
31,275000,leeuwarden,1979
21,259000,leeuwarden,1977
14,175000,leeuwarden,1982
9,259500,leeuwarden,2007
48,620000,leeuwarden,2004
23,289500,leeuwarden,2016
56,299500,leeuwarden,2018
33,415000,leeuwarden,2012
27,249500,leeuwarden,1988
17,340000,leeuwarden,1875
16,225000,leeuwarden,1923
18,364000,leeuwarden,2002
14,164500,leeuwarden,1960
292,395000,leeuwarden,1880
21,565000,leeuwarden,2004
26,150000,leeuwarden,1956
19,160000,leeuwarden,1970
19,177500,leeuwarden,1930
11,349000,leeuwarden,1973
18,150000,leeuwarden,1981
16,149500,leeuwarden,1924
15,175000,leeuwarden,1982
16,165000,leeuwarden,1935
18,399500,leeuwarden,1994
26,150000,leeuwarden,1956
19,160000,leeuwarden,1970
19,177500,leeuwarden,1930
11,349000,leeuwarden,1973
18,150000,leeuwarden,1981
16,149500,leeuwarden,1924
15,175000,leeuwarden,1982
16,165000,leeuwarden,1935
18,399500,leeuwarden,1994
141,225000,leeuwarden,1919
14,229500,leeuwarden,1988
99,375000,leeuwarden,1930
105,539000,leeuwarden,2008
36,175000,leeuwarden,1963
20,179500,leeuwarden,1935
6,179500,leeuwarden,1974
82,189000,leeuwarden,1935
16,235000,leeuwarden,1930
3,165000,leeuwarden,1937
7,179500,leeuwarden,1975
58,197500,leeuwarden,1974
19,179500,leeuwarden,1937
19,198000,leeuwarden,1986
21,450000,leeuwarden,1925
25,2e+05,leeuwarden,1935
20,120000,leeuwarden,1955
26,249500,leeuwarden,1997
23,188000,leeuwarden,1955
23,220000,leeuwarden,2020
80,250000,leeuwarden,1906
66,750000,leeuwarden,1895
47,185000,leeuwarden,1928
19,150000,leeuwarden,1954
20,199500,leeuwarden,1920
15,185000,leeuwarden,1979
5,235000,leeuwarden,2007
27,169500,leeuwarden,1982
38,220000,leeuwarden,1990
21,142500,leeuwarden,1962
62,199500,leeuwarden,1981
48,159500,leeuwarden,1974
51,175000,leeuwarden,1981
35,245000,leeuwarden,2007
40,149500,leeuwarden,1928
18,179000,leeuwarden,1938
16,160000,leeuwarden,1930
28,139500,leeuwarden,1906
17,147500,leeuwarden,1921
94,289000,leeuwarden,1954
14,375000,leeuwarden,2016
15,240000,leeuwarden,2004
10,298500,leeuwarden,2001
13,189500,leeuwarden,1982
25,520000,leeuwarden,2000
20,425000,leeuwarden,2016
33,232500,leeuwarden,2020
123,217500,leeuwarden,2020
41,217500,leeuwarden,2020
103,217500,leeuwarden,2020
97,217500,leeuwarden,2020
125,217500,leeuwarden,2020
129,217500,leeuwarden,2020
95,217500,leeuwarden,2020
94,217500,leeuwarden,2020
40,217500,leeuwarden,2020
61,249500,leeuwarden,2020
47,249500,leeuwarden,2020
49,207500,leeuwarden,2020
11,207500,leeuwarden,2020
40,207500,leeuwarden,2020
32,207500,leeuwarden,2020
44,207500,leeuwarden,2020
41,207500,leeuwarden,2020
59,450000,leeuwarden,2019
21,195000,leeuwarden,1920
21,197500,leeuwarden,1924
30,199000,leeuwarden,1998
30,289000,leeuwarden,2000
29,250000,leeuwarden,1936
473,495000,leeuwarden,1981
93,319000,leeuwarden,2020
75,345000,leeuwarden,2020
33,115000,leeuwarden,1906
38,299000,leeuwarden,1935
79,325000,leeuwarden,2017
22,187500,leeuwarden,1935
63,210000,leeuwarden,1998
483,495000,leeuwarden,1996
23,474500,leeuwarden,1994
12,219500,leeuwarden,1930
21,185000,leeuwarden,1938
46,205000,leeuwarden,1970
10,132000,leeuwarden,1903
12,262500,leeuwarden,1913
21,485000,leeuwarden,2008
18,149500,leeuwarden,1998
13,339000,leeuwarden,2006
34,224500,leeuwarden,1995
21,280000,leeuwarden,1938
13,182500,leeuwarden,1999
20,225000,leeuwarden,1938
32,175000,leeuwarden,1957
14,239500,leeuwarden,1935
61,310000,leeuwarden,1938
16,2e+05,leeuwarden,1935
27,415000,leeuwarden,1900
88,325000,leeuwarden,2016
27,180000,leeuwarden,1997
59,225000,leeuwarden,1988
16,134500,leeuwarden,1982
30,194500,leeuwarden,1974
18,149000,leeuwarden,1935
16,288000,leeuwarden,2004
30,259500,leeuwarden,1935
29,239500,leeuwarden,1930
20,425000,leeuwarden,2011
13,309500,leeuwarden,1985
16,169500,leeuwarden,1930
25,425000,leeuwarden,2001
8,2e+05,leeuwarden,1934
10,245000,leeuwarden,1984
41,325000,leeuwarden,1995
14,315000,leeuwarden,2008
27,150000,leeuwarden,1955
28,325000,leeuwarden,1930
22,197500,leeuwarden,1956
12,475000,leeuwarden,1906
17,465000,leeuwarden,2018
63,174500,leeuwarden,1973
11,525000,leeuwarden,1990
28,187500,leeuwarden,1975
15,225000,leeuwarden,1895
19,219500,leeuwarden,1930
20,189500,leeuwarden,1982
24,175000,leeuwarden,1979
17,179500,leeuwarden,1930
11,165000,leeuwarden,1981
19,175000,leeuwarden,1974
39,255000,leeuwarden,1979
10,339500,leeuwarden,1933
49,350000,leeuwarden,2005
20,299000,leeuwarden,1930
16,189500,leeuwarden,1935
385,675000,leeuwarden,1930
122,215000,leeuwarden,1983
25,299500,leeuwarden,1916
49,189000,leeuwarden,1979
41,175000,leeuwarden,1908
29,239000,leeuwarden,1930
96,269000,leeuwarden,2019
14,219000,leeuwarden,1906
13,350000,leeuwarden,1927
13,175000,leeuwarden,1930
15,260000,leeuwarden,2006
21,225000,leeuwarden,1910
25,199000,leeuwarden,1975
13,297500,leeuwarden,1979
21,135000,leeuwarden,1967
43,289500,leeuwarden,2010
22,142500,leeuwarden,1930
26,250000,leeuwarden,2010
104,235000,leeuwarden,2003
59,319500,leeuwarden,1923
48,179000,leeuwarden,1958
24,259000,leeuwarden,1981
29,155000,leeuwarden,1970
54,219500,leeuwarden,1974
25,149500,leeuwarden,1935
31,179500,leeuwarden,1928
80,380000,leeuwarden,1994
12,319000,leeuwarden,1933
25,150000,leeuwarden,1925
69,925000,leeuwarden,1905
11,107500,leeuwarden,1982
20,219500,leeuwarden,1960
14,359000,leeuwarden,2000
26,169500,leeuwarden,1930
24,229500,leeuwarden,1974
34,428000,leeuwarden,1992
21,135000,leeuwarden,1961
11,139500,leeuwarden,1919
20,262500,leeuwarden,1934
27,190000,leeuwarden,1969
34,398000,leeuwarden,2016
33,129500,leeuwarden,1930
20,242000,leeuwarden,1930
46,239500,leeuwarden,1954
19,155000,leeuwarden,1930
15,195000,leeuwarden,2005
11,135000,leeuwarden,1984
13,149500,leeuwarden,1933
56,209000,leeuwarden,1983
57,345000,leeuwarden,2002
138,269000,leeuwarden,1988
34,219000,leeuwarden,1933
19,107500,leeuwarden,1930
46,225000,leeuwarden,1906
27,259000,leeuwarden,2000
30,510000,leeuwarden,1880
11,165000,leeuwarden,1930
12,187500,leeuwarden,1934
9,475000,leeuwarden,1900
21,325000,leeuwarden,1903
24,159500,leeuwarden,1987
32,3e+05,leeuwarden,1990
94,157500,leeuwarden,1967
19,165000,leeuwarden,1910
26,190000,leeuwarden,1998
22,155000,leeuwarden,1958
18,369500,leeuwarden,1902
37,225000,leeuwarden,1930
64,525000,leeuwarden,2003
83,192500,leeuwarden,1973
28,299500,leeuwarden,2009
8,129500,leeuwarden,1982
6,485000,leeuwarden,1968
38,159500,leeuwarden,1925
38,849000,leeuwarden,2009
24,350000,leeuwarden,2006
25,175000,leeuwarden,1930
21,149000,leeuwarden,1930
22,185000,leeuwarden,1973
18,159500,leeuwarden,1930
38,178000,leeuwarden,1982
13,175000,leeuwarden,1930
51,2e+05,leeuwarden,1930
35,239500,leeuwarden,1926
374,995000,leeuwarden,2005
10,135000,leeuwarden,1962
17,150000,leeuwarden,1968
28,199500,leeuwarden,1980
28,145000,leeuwarden,1963
40,169500,leeuwarden,1958
21,139500,leeuwarden,1919
21,175000,leeuwarden,1974
13,295000,leeuwarden,1906
129,319000,leeuwarden,2001
60,185000,leeuwarden,1906
12,195000,leeuwarden,1906
23,335000,leeuwarden,2010
25,349500,leeuwarden,1910
32,165000,leeuwarden,1913
22,145000,leeuwarden,1920
102,187500,leeuwarden,1935
20,288000,leeuwarden,1930
21,157500,leeuwarden,1968
60,335000,leeuwarden,2001
20,169500,leeuwarden,1981
13,174500,leeuwarden,1982
22,174500,leeuwarden,1977
7,135000,leeuwarden,1965
24,149500,leeuwarden,1930
19,489500,leeuwarden,1904
21,159000,leeuwarden,1973
13,145000,leeuwarden,1963
20,325000,leeuwarden,2018
29,119500,leeuwarden,1982
50,215000,leeuwarden,1920
132,250000,leeuwarden,1989
22,245000,leeuwarden,1972
29,190000,leeuwarden,1912
-1,149500,leeuwarden,1953
25,150000,leeuwarden,1982
51,199500,leeuwarden,1975
79,425000,leeuwarden,1999
20,219500,leeuwarden,1989
5,175000,leeuwarden,1930
22,295000,leeuwarden,2005
82,275000,leeuwarden,2014
17,135000,leeuwarden,1963
29,299500,leeuwarden,1900
44,210000,leeuwarden,1930
